JobID|User|Account|Partition|State|AllocCPUS|Elapsed|Start|End|NCPUS|NNodes|TotalCPU|UserCPU|SystemCPU|CPUTime
5858844.batch||msda-account||FAILED|44|00:02:46|2023-12-12T12:23:20|2023-12-12T12:26:06|44|1|01:47:04|01:46:51|00:12.655|02:01:44
5858845|ikissami|novec-account|gpu|CANCELLED by 1063|1|00:00:00|2023-12-12T12:29:38|2023-12-12T12:29:38|1|1|00:00:00|||00:00:00
5858846|ikissami|novec-account|gpu|TIMEOUT|1|01:00:08|2023-12-12T12:30:01|2023-12-12T13:30:09|1|1|00:21.904|00:17.053|00:04.850|01:00:08
5858847|sboughou|msda-account|shortq|FAILED|44|00:04:31|2023-12-12T13:26:22|2023-12-12T13:30:53|44|1|02:28:49|02:28:37|00:12.218|03:18:44
5858847.batch||msda-account||FAILED|44|00:04:31|2023-12-12T13:26:22|2023-12-12T13:30:53|44|1|02:28:49|02:28:37|00:12.218|03:18:44
5858848|sboughou|msda-account|visu|TIMEOUT|1|1-00:00:20|2023-12-12T13:29:20|2023-12-13T13:29:40|1|1|01:47.059|01:19.017|00:28.042|1-00:00:20
5858848.batch||msda-account||CANCELLED|1|1-00:00:22|2023-12-12T13:29:20|2023-12-13T13:29:42|1|1|01:47.059|01:19.017|00:28.042|1-00:00:22
5858849|abdelmoujoud.faris|usmba-limas-account|gpu|PENDING|30|00:00:00|Unknown|Unknown|30|1|00:00:00|||00:00:00
5858850|abdelmoujoud.faris|usmba-limas-account|gpu|PENDING|30|00:00:00|Unknown|Unknown|30|1|00:00:00|||00:00:00
5858851|abdelmoujoud.faris|usmba-limas-account|gpu|PENDING|30|00:00:00|Unknown|Unknown|30|1|00:00:00|||00:00:00
5858852|swiam|d4r-account|gpu|CANCELLED by 1045|1|00:00:00|2023-12-12T13:49:19|2023-12-12T13:49:19|1|1|00:00:00|||00:00:00
5858853|swiam|d4r-account|gpu|CANCELLED by 1045|1|00:00:00|2023-12-12T13:49:28|2023-12-12T13:49:28|1|1|00:00:00|||00:00:00
5858854|swiam|d4r-account|gpu|CANCELLED by 1045|1|00:00:00|2023-12-12T13:51:58|2023-12-12T13:51:58|1|1|00:00:00|||00:00:00
5858855|swiam|d4r-account|gpu|CANCELLED by 1045|1|00:00:00|2023-12-12T13:52:01|2023-12-12T13:52:01|1|1|00:00:00|||00:00:00
5858856|swiam|d4r-account|gpu|CANCELLED by 1045|1|00:00:00|2023-12-12T13:52:05|2023-12-12T13:52:05|1|1|00:00:00|||00:00:00
5858857|swiam|d4r-account|gpu|CANCELLED by 1045|1|00:00:00|2023-12-12T13:52:07|2023-12-12T13:52:07|1|1|00:00:00|||00:00:00
5858858|swiam|d4r-account|gpu|PENDING|1|00:00:00|Unknown|Unknown|1|1|00:00:00|||00:00:00
5858859|sboughou|msda-account|shortq|FAILED|44|00:04:42|2023-12-12T14:13:39|2023-12-12T14:18:21|44|1|02:48:47|02:48:33|00:14.051|03:26:48
5858859.batch||msda-account||FAILED|44|00:04:42|2023-12-12T14:13:39|2023-12-12T14:18:21|44|1|02:48:47|02:48:33|00:14.051|03:26:48
5858860|sboughou|msda-account|shortq|FAILED|44|00:04:56|2023-12-12T14:23:19|2023-12-12T14:28:15|44|1|03:14:14|03:14:00|00:14.735|03:37:04
5858860.batch||msda-account||FAILED|44|00:04:56|2023-12-12T14:23:19|2023-12-12T14:28:15|44|1|03:14:14|03:14:00|00:14.735|03:37:04
5858861|ilyas.bouziani|limset-account|longq|CANCELLED by 1437|44|00:06:50|2023-12-12T14:49:01|2023-12-12T14:55:51|44|1|12:35.790|11:41.968|00:53.821|05:00:40
5858861.batch||limset-account||CANCELLED|44|00:06:51|2023-12-12T14:49:01|2023-12-12T14:55:52|44|1|12:35.790|11:41.968|00:53.821|05:01:24
5858862|ilyas.bouziani|limset-account|longq|CANCELLED by 0|44|02:58:07|2023-12-12T14:57:33|2023-12-12T17:55:40|44|1|12:23:30|11:50:15|33:15.252|5-10:37:08
5858862.batch||limset-account||OUT_OF_MEMORY|44|02:58:10|2023-12-12T14:57:33|2023-12-12T17:55:43|44|1|12:23:30|11:50:15|33:15.252|5-10:39:20
5858863|sboughou|msda-account|shortq|CANCELLED by 1188|44|00:00:00|2023-12-12T15:11:53|2023-12-12T15:11:53|44|1|00:00:00|||00:00:00
5858864|ikissami|novec-account|defq|FAILED|1|00:21:16|2023-12-12T15:40:46|2023-12-12T16:02:02|1|1|00:00.268|00:00.104|00:00.163|00:21:16
5858865|badr-eddine.semlali|crsa-account|longq|FAILED|4|01:58:56|2023-12-12T15:48:13|2023-12-12T17:47:09|4|1|01:37:45|01:33:40|04:05.313|07:55:44
5858866|badr-eddine.semlali|crsa-account|longq|FAILED|1|01:58:41|2023-12-12T15:48:28|2023-12-12T17:47:09|1|1|01:37:20|01:26:59|10:21.303|01:58:41
5858867|ilyas.bouziani|limset-account|gpu|CANCELLED by 1437|1|00:00:00|2023-12-13T08:45:28|2023-12-13T08:45:28|1|1|00:00:00|||00:00:00
5858868|ilyas.bouziani|limset-account|gpu|CANCELLED by 1437|1|00:00:00|2023-12-13T08:45:42|2023-12-13T08:45:42|1|1|00:00:00|||00:00:00
5858869|ilyas.bouziani|limset-account|gpu|CANCELLED by 1437|1|00:00:00|2023-12-13T08:45:56|2023-12-13T08:45:56|1|1|00:00:00|||00:00:00
5858870|ilyas.bouziani|limset-account|gpu|CANCELLED by 1437|1|00:00:00|2023-12-13T08:46:06|2023-12-13T08:46:06|1|1|00:00:00|||00:00:00
5858871|ilyas.bouziani|limset-account|gpu|CANCELLED by 1437|1|00:00:00|2023-12-13T08:46:18|2023-12-13T08:46:18|1|1|00:00:00|||00:00:00
5858872|ilyas.bouziani|limset-account|gpu|CANCELLED by 1437|1|00:00:00|2023-12-13T08:46:27|2023-12-13T08:46:27|1|1|00:00:00|||00:00:00
5858873|issam.aityahia|sccs-dna-account|shortq|FAILED|12|00:26:59|2023-12-12T16:17:20|2023-12-12T16:44:19|12|1|00:00.186|00:00.076|00:00.109|05:23:48
5858874|ilyas.bouziani|limset-account|longq|COMPLETED|44|01:51:11|2023-12-12T17:55:44|2023-12-12T19:46:55|44|1|3-08:06:40|3-03:28:37|04:38:02|3-09:32:04
5858874.batch||limset-account||COMPLETED|44|01:51:11|2023-12-12T17:55:44|2023-12-12T19:46:55|44|1|3-08:06:40|3-03:28:37|04:38:02|3-09:32:04
5858875|ikissami|novec-account|defq|CANCELLED by 1063|1|00:00:00|2023-12-12T17:19:15|2023-12-12T17:19:15|1|1|00:00:00|||00:00:00
5858876|ikissami|novec-account|defq|FAILED|1|00:03:54|2023-12-12T17:19:33|2023-12-12T17:23:27|1|1|00:00.532|00:00.404|00:00.128|00:03:54
5858877|ikissami|novec-account|defq|FAILED|1|00:01:03|2023-12-12T17:23:33|2023-12-12T17:24:36|1|1|00:00.539|00:00.413|00:00.125|00:01:03
5858877.0||novec-account||FAILED|1|00:01:02|2023-12-12T17:23:34|2023-12-12T17:24:36|1|1|00:00.447|00:00.349|00:00.098|00:01:02
5858877.1||novec-account||COMPLETED|1|00:00:01|2023-12-12T17:24:33|2023-12-12T17:24:34|1|1|00:00.091|00:00.064|00:00.027|00:00:01
5858878|ikissami|novec-account|defq|COMPLETED|1|00:00:01|2023-12-12T17:25:03|2023-12-12T17:25:04|1|1|00:00.074|00:00.048|00:00.025|00:00:01
5858879|badr-eddine.semlali|crsa-account|longq|FAILED|1|00:00:01|2023-12-12T17:52:23|2023-12-12T17:52:24|1|1|00:00.018|00:00.003|00:00.014|00:00:01
5858880|said.grich|crsa-account|longq|FAILED|1|00:00:06|2023-12-12T18:15:19|2023-12-12T18:15:25|1|1|00:01.576|00:01.196|00:00.379|00:00:06
5858880.batch||crsa-account||FAILED|1|00:00:06|2023-12-12T18:15:19|2023-12-12T18:15:25|1|1|00:01.576|00:01.196|00:00.379|00:00:06
5858881|said.grich|crsa-account|longq|FAILED|1|00:00:03|2023-12-12T18:19:11|2023-12-12T18:19:14|1|1|00:01.051|00:00.855|00:00.195|00:00:03
5858881.batch||crsa-account||FAILED|1|00:00:03|2023-12-12T18:19:11|2023-12-12T18:19:14|1|1|00:01.051|00:00.855|00:00.195|00:00:03
5858882|said.grich|crsa-account|longq|FAILED|1|00:00:03|2023-12-12T18:20:18|2023-12-12T18:20:21|1|1|00:01.027|00:00.846|00:00.180|00:00:03
5858882.batch||crsa-account||FAILED|1|00:00:03|2023-12-12T18:20:18|2023-12-12T18:20:21|1|1|00:01.027|00:00.846|00:00.180|00:00:03
5858883|said.grich|crsa-account|longq|FAILED|1|00:00:03|2023-12-12T18:21:44|2023-12-12T18:21:47|1|1|00:01.039|00:00.835|00:00.203|00:00:03
5858883.batch||crsa-account||FAILED|1|00:00:03|2023-12-12T18:21:44|2023-12-12T18:21:47|1|1|00:01.039|00:00.835|00:00.203|00:00:03
5858884|sboughou|msda-account|gpu|CANCELLED by 1188|44|00:00:00|2023-12-12T18:25:14|2023-12-12T18:25:14|44|1|00:00:00|||00:00:00
5858885|said.grich|crsa-account|longq|FAILED|1|00:00:03|2023-12-12T18:24:54|2023-12-12T18:24:57|1|1|00:00.970|00:00.779|00:00.190|00:00:03
5858885.batch||crsa-account||FAILED|1|00:00:03|2023-12-12T18:24:54|2023-12-12T18:24:57|1|1|00:00.970|00:00.779|00:00.190|00:00:03
5858886|said.grich|crsa-account|longq|FAILED|1|00:00:01|2023-12-12T18:25:25|2023-12-12T18:25:26|1|1|00:00.682|00:00.545|00:00.136|00:00:01
5858886.batch||crsa-account||FAILED|1|00:00:01|2023-12-12T18:25:25|2023-12-12T18:25:26|1|1|00:00.682|00:00.545|00:00.136|00:00:01
5858887|sboughou|msda-account|shortq|FAILED|44|00:05:46|2023-12-12T18:25:49|2023-12-12T18:31:35|44|1|02:01:07|02:00:36|00:30.850|04:13:44
5858887.batch||msda-account||FAILED|44|00:05:46|2023-12-12T18:25:49|2023-12-12T18:31:35|44|1|02:01:07|02:00:36|00:30.850|04:13:44
5858888|said.grich|crsa-account|longq|FAILED|1|00:00:02|2023-12-12T18:26:06|2023-12-12T18:26:08|1|1|00:01.050|00:00.830|00:00.220|00:00:02
5858888.batch||crsa-account||FAILED|1|00:00:02|2023-12-12T18:26:06|2023-12-12T18:26:08|1|1|00:01.050|00:00.830|00:00.220|00:00:02
5858889|said.grich|crsa-account|longq|FAILED|1|00:00:01|2023-12-12T18:26:49|2023-12-12T18:26:50|1|1|00:00.679|00:00.553|00:00.125|00:00:01
5858889.batch||crsa-account||FAILED|1|00:00:01|2023-12-12T18:26:49|2023-12-12T18:26:50|1|1|00:00.679|00:00.553|00:00.125|00:00:01
5858890|said.grich|crsa-account|longq|FAILED|1|00:00:03|2023-12-12T18:27:08|2023-12-12T18:27:11|1|1|00:01.055|00:00.849|00:00.206|00:00:03
5858890.batch||crsa-account||FAILED|1|00:00:03|2023-12-12T18:27:08|2023-12-12T18:27:11|1|1|00:01.055|00:00.849|00:00.206|00:00:03
5858891|said.grich|crsa-account|longq|FAILED|1|00:00:04|2023-12-12T18:27:40|2023-12-12T18:27:44|1|1|00:01.745|00:01.522|00:00.222|00:00:04
5858891.batch||crsa-account||FAILED|1|00:00:04|2023-12-12T18:27:40|2023-12-12T18:27:44|1|1|00:01.745|00:01.522|00:00.222|00:00:04
5858892|said.grich|crsa-account|longq|FAILED|1|00:00:06|2023-12-12T18:28:46|2023-12-12T18:28:52|1|1|00:04.367|00:02.780|00:01.587|00:00:06
5858892.batch||crsa-account||FAILED|1|00:00:06|2023-12-12T18:28:46|2023-12-12T18:28:52|1|1|00:04.367|00:02.780|00:01.587|00:00:06
5858893|said.grich|crsa-account|longq|FAILED|1|00:00:07|2023-12-12T18:30:18|2023-12-12T18:30:25|1|1|00:04.487|00:02.840|00:01.647|00:00:07
5858893.batch||crsa-account||FAILED|1|00:00:07|2023-12-12T18:30:18|2023-12-12T18:30:25|1|1|00:04.487|00:02.840|00:01.647|00:00:07
5858894|said.grich|crsa-account|longq|FAILED|1|00:00:05|2023-12-12T18:31:03|2023-12-12T18:31:08|1|1|00:04.293|00:02.714|00:01.578|00:00:05
5858894.batch||crsa-account||FAILED|1|00:00:05|2023-12-12T18:31:03|2023-12-12T18:31:08|1|1|00:04.293|00:02.714|00:01.578|00:00:05
5858895|said.grich|crsa-account|longq|CANCELLED by 1489|1|17:11:20|2023-12-12T18:31:47|2023-12-13T11:43:07|1|1|17:08:28|17:08:09|00:19.015|17:11:20
5858895.batch||crsa-account||CANCELLED|1|17:11:21|2023-12-12T18:31:47|2023-12-13T11:43:08|1|1|17:08:28|17:08:09|00:19.015|17:11:21
5858896|ikissami|novec-account|gpu|FAILED|1|00:16:11|2023-12-12T19:25:03|2023-12-12T19:41:14|1|1|00:00.224|00:00.090|00:00.133|00:16:11
5858897|ilyas.bouziani|limset-account|longq|COMPLETED|44|01:49:54|2023-12-12T21:01:18|2023-12-12T22:51:12|44|1|3-07:08:28|3-02:31:53|04:36:35|3-08:35:36
5858897.batch||limset-account||COMPLETED|44|01:49:54|2023-12-12T21:01:18|2023-12-12T22:51:12|44|1|3-07:08:28|3-02:31:53|04:36:35|3-08:35:36
5858898|ilyas.bouziani|limset-account|longq|COMPLETED|44|01:10:12|2023-12-12T21:05:52|2023-12-12T22:16:04|44|1|2-02:11:07|1-22:58:12|03:12:54|2-03:28:48
5858898.batch||limset-account||COMPLETED|44|01:10:12|2023-12-12T21:05:52|2023-12-12T22:16:04|44|1|2-02:11:07|1-22:58:12|03:12:54|2-03:28:48
5858899|ilyas.bouziani|limset-account|longq|COMPLETED|44|00:10:23|2023-12-12T22:16:04|2023-12-12T22:26:27|44|1|06:31:30|06:00:13|31:17.120|07:36:52
5858899.batch||limset-account||COMPLETED|44|00:10:23|2023-12-12T22:16:04|2023-12-12T22:26:27|44|1|06:31:30|06:00:13|31:17.120|07:36:52
5858900|safae|msda-account|longq|COMPLETED|4|01:42:45|2023-12-12T21:38:34|2023-12-12T23:21:19|4|1|03:24:05|03:21:58|02:07.209|06:51:00
5858900.batch||msda-account||COMPLETED|4|01:42:45|2023-12-12T21:38:34|2023-12-12T23:21:19|4|1|03:24:05|03:21:58|02:07.209|06:51:00
5858901|sboughou|msda-account|shortq|CANCELLED by 1188|44|00:00:00|2023-12-12T21:46:39|2023-12-12T21:46:39|44|1|00:00:00|||00:00:00
5858902|sboughou|msda-account|gpu|PENDING|44|00:00:00|Unknown|Unknown|44|1|00:00:00|||00:00:00
5858903|amine.andam|sccs-dna-account|gpu|CANCELLED by 1496|1|00:00:00|2023-12-13T13:35:39|2023-12-13T13:35:39|1|1|00:00:00|||00:00:00
5858904|badr-eddine.semlali|crsa-account|longq|FAILED|4|00:00:01|2023-12-12T23:05:02|2023-12-12T23:05:03|4|1|00:00.022|00:00.011|00:00.010|00:00:04
5858905|badr-eddine.semlali|crsa-account|longq|COMPLETED|4|04:55:19|2023-12-12T23:05:26|2023-12-13T04:00:45|4|1|04:19:11|04:14:19|04:51.654|19:41:16
5858906|badr-eddine.semlali|crsa-account|longq|COMPLETED|4|07:32:01|2023-12-12T23:05:42|2023-12-13T06:37:43|4|1|06:27:54|06:18:54|08:59.358|1-06:08:04
5858907|badr-eddine.semlali|crsa-account|longq|COMPLETED|8|08:48:54|2023-12-12T23:14:37|2023-12-13T08:03:31|8|1|07:15:55|07:03:02|12:53.302|2-22:31:12
5858908|badr-eddine.semlali|crsa-account|longq|COMPLETED|4|03:19:21|2023-12-12T23:15:18|2023-12-13T02:34:39|4|1|02:39:18|02:33:42|05:35.818|13:17:24
